applicant_id,annual_income,loan_amount,credit_score,employment_years,num_existing_loans,loan_purpose,defaulted
574,25173.06,18811.52,555,4,0,business,0
575,33657.76,6690.74,577,8,1,personal,0
576,55013.96,14217.76,513,4,1,personal,0
577,69766.83,23660.88,752,12,3,personal,1
578,39552.5,4813.26,829,5,1,debt_consolidation,0
579,40702.22,6779.04,779,5,2,business,0
580,28826.3,4940.54,686,10,0,debt_consolidation,0
581,38159.47,18630.25,709,3,0,business,0
582,40486.9,39798.36,654,6,0,home_improvement,0
583,40610.55,3228.66,638,12,4,debt_consolidation,0
584,31254.29,15455.97,722,3,1,personal,0
585,128115.28,8558.06,576,10,0,business,0
586,81662.84,44171.34,726,9,0,personal,0
587,68368.67,15560.51,679,5,2,education,0
588,86951.78,24308.64,735,10,0,business,0
589,65467.15,35410.02,723,11,1,business,0
590,149861.17,15111.28,584,12,2,personal,0
591,32776.12,3783.52,743,2,0,personal,0
592,20000.0,12292.95,804,9,1,personal,0
593,31487.15,15479.52,744,10,1,business,0
594,20000.0,5874.17,609,5,3,home_improvement,1
595,26485.14,3563.18,752,7,3,education,0
596,36130.74,5076.13,718,4,0,personal,0
597,45643.74,33916.71,531,5,2,home_improvement,1
598,83633.07,5898.47,663,8,0,personal,0
599,113001.87,50000.0,747,5,2,business,0
600,56824.16,36394.99,675,5,0,home_improvement,0
601,26643.36,25364.31,724,9,0,business,1
602,38041.37,4526.22,635,3,4,debt_consolidation,1
603,42328.25,35753.94,705,5,2,personal,0
604,39591.47,9391.33,780,14,2,education,0
605,25012.14,3706.72,721,10,2,home_improvement,0
606,93157.19,15991.65,701,7,1,debt_consolidation,0
607,22666.54,18345.12,689,11,2,personal,1
608,37593.03,7640.84,674,10,0,debt_consolidation,0
609,52463.49,8771.49,622,5,4,home_improvement,0
610,53419.63,11792.1,655,6,3,education,0
611,40010.06,11577.86,695,8,0,home_improvement,0
612,57138.05,22561.04,522,7,3,education,0
613,28794.53,11021.38,782,10,3,business,0
614,46621.11,42268.56,639,6,2,personal,1
615,25612.3,16665.02,585,13,0,debt_consolidation,1
616,31574.8,4180.12,840,8,2,business,0
617,79842.32,29976.22,696,3,5,personal,1
618,43677.23,7415.65,766,6,2,debt_consolidation,0
619,44648.57,29705.28,626,5,1,business,0
620,38336.45,16968.64,770,6,2,personal,0
621,35007.54,7539.55,738,8,4,personal,0
622,49563.64,9971.86,654,8,2,business,0
623,150120.75,18387.23,543,9,1,home_improvement,0
624,24170.86,16156.6,764,13,1,education,0
625,30033.41,26058.64,664,12,0,education,0
626,30575.95,18086.74,774,5,2,home_improvement,0
627,20000.0,13358.54,652,11,1,personal,0
628,46133.34,14362.54,674,11,2,debt_consolidation,0
629,43929.45,11707.49,708,4,1,home_improvement,0
630,35721.09,19326.29,838,9,2,personal,0
631,67844.25,17920.09,615,3,2,business,1
632,39027.17,15989.62,646,8,0,business,0
633,44991.62,50000.0,636,4,2,personal,1
634,53155.98,17431.13,629,5,4,business,0
635,40886.8,31613.73,675,13,0,education,0
636,114589.14,8470.85,769,8,1,home_improvement,0
637,40157.81,13457.69,650,8,0,education,0
638,67857.36,2985.8,830,11,0,personal,0
639,47240.08,14221.18,785,8,2,home_improvement,0
640,48365.23,8699.54,671,6,0,business,0
641,75761.17,8145.18,621,8,0,home_improvement,0
642,41955.23,15526.48,739,6,2,home_improvement,0
643,47718.17,10078.14,798,10,1,business,0
644,55501.87,4534.91,763,8,1,debt_consolidation,0
645,36485.32,11581.72,625,6,1,business,0
646,62739.36,50000.0,667,4,2,education,0
647,104219.0,17948.75,563,7,0,debt_consolidation,0
648,31973.45,16240.48,574,5,0,education,1
649,35575.21,6052.51,756,8,1,personal,0
650,29112.67,5601.38,727,6,4,education,0
651,121062.83,6938.98,811,5,0,home_improvement,0
652,66289.13,16256.03,585,6,0,personal,0
653,25751.69,5683.73,788,5,1,debt_consolidation,0
654,23205.37,36332.19,784,7,2,education,1
655,67175.33,5923.72,846,7,1,personal,0
656,157310.6,23511.96,749,11,0,education,0
657,47539.36,16111.55,474,6,2,home_improvement,0
658,23388.45,38289.76,724,6,3,home_improvement,1
659,21586.55,6210.19,531,8,0,debt_consolidation,0
660,40987.24,50000.0,505,9,1,business,1
661,24336.02,15259.75,702,6,1,business,0
662,43178.4,30888.98,743,6,1,home_improvement,0
663,63442.03,17584.0,543,9,3,personal,0
664,55972.76,6352.53,505,5,1,debt_consolidation,0
665,61110.96,7801.27,645,2,0,education,0
666,55590.77,13596.66,721,6,2,education,0
667,70530.0,7780.69,678,9,2,personal,0
668,43195.77,14827.07,652,11,2,business,0
669,51555.1,24776.0,583,5,1,home_improvement,0
670,93977.37,32766.43,652,6,1,home_improvement,0
671,72870.76,42998.94,759,4,1,debt_consolidation,0
672,26093.76,12943.06,694,6,2,home_improvement,0
673,32776.91,9933.23,706,4,0,business,0
674,25909.61,3972.36,822,2,1,business,0
675,44317.27,2563.75,838,4,1,personal,0
676,20000.0,12481.05,831,7,2,debt_consolidation,1
677,65847.08,32102.94,850,9,1,debt_consolidation,0
678,30536.69,14539.94,611,10,0,home_improvement,0
679,20073.54,17894.08,584,10,3,education,1
680,143677.25,6535.72,723,5,3,debt_consolidation,0
681,34186.85,9770.65,658,6,2,home_improvement,0
682,20669.35,30292.56,682,6,1,education,0
683,36747.3,18211.33,515,9,1,home_improvement,0
684,107645.74,9649.47,706,9,0,personal,0
685,20000.0,21344.18,647,4,1,debt_consolidation,1
686,80593.06,14549.91,649,11,0,home_improvement,0
687,20217.05,28552.38,668,10,5,personal,1
688,61961.88,18784.83,552,7,1,home_improvement,0
689,27998.59,10621.42,630,11,0,business,0
690,49755.74,11431.89,798,7,0,home_improvement,0
691,38097.17,5115.37,706,6,1,business,0
692,57320.12,4301.93,795,10,1,debt_consolidation,0
693,65266.03,9796.95,585,7,2,home_improvement,0
694,62978.35,34453.29,700,5,5,personal,0
695,33995.11,18024.13,594,5,0,debt_consolidation,0
696,56080.62,10892.51,849,12,1,debt_consolidation,0
697,77899.32,21210.58,590,7,0,business,0
698,43512.06,29172.31,761,5,0,debt_consolidation,0
699,53290.55,8719.63,647,10,1,home_improvement,0
700,27813.08,8748.67,773,8,1,home_improvement,0
701,56519.07,50000.0,573,5,0,business,0
702,35559.8,7153.8,639,10,0,home_improvement,0
703,44157.47,9076.11,731,6,0,business,0
704,48658.01,10400.81,673,11,2,education,0
705,54090.75,6640.41,693,7,2,business,0
706,39824.81,3468.63,646,10,0,personal,0
707,112198.47,14235.85,664,8,1,personal,0
708,30224.56,8606.76,660,6,4,home_improvement,0
709,22081.11,18227.26,619,5,1,education,0
710,25973.36,7444.33,842,7,0,personal,0
711,29387.85,32234.38,811,11,1,personal,0
712,49095.93,12874.72,795,9,0,personal,0
713,120472.17,7417.35,737,12,1,home_improvement,0
714,59242.55,8282.67,761,9,2,debt_consolidation,0
715,42886.81,11197.6,625,5,1,debt_consolidation,1
716,34443.3,34835.65,594,5,2,debt_consolidation,1
717,87497.98,8882.32,783,6,2,home_improvement,0
718,28203.18,4326.81,719,8,3,debt_consolidation,0
719,22084.46,45195.52,784,11,3,business,1
720,31347.7,3778.13,716,8,3,home_improvement,0
721,37288.08,50000.0,623,4,0,home_improvement,1
722,65312.44,3681.42,589,7,2,education,0
723,72939.11,10148.04,728,7,1,personal,0
724,63422.14,9835.41,749,8,0,education,0
725,20000.0,24679.41,729,6,1,debt_consolidation,1
726,48970.96,21789.17,604,7,0,home_improvement,0
727,49915.98,50000.0,702,8,1,home_improvement,0
728,59671.34,4612.73,706,10,1,debt_consolidation,0
729,22814.58,3990.66,630,4,3,personal,0
730,39455.0,27858.44,791,6,2,education,0
731,38913.97,50000.0,672,8,0,personal,1
732,76252.58,31398.28,806,10,1,debt_consolidation,0
733,49411.54,22375.11,715,7,3,education,0
734,34501.31,30673.89,672,7,2,education,1
735,20000.0,5200.97,694,6,1,personal,0
736,24664.27,11350.61,518,12,1,personal,1
737,64752.79,13672.42,684,5,1,home_improvement,0
738,20000.0,12427.35,498,8,2,home_improvement,0
739,20000.0,19356.16,643,6,2,personal,0
740,71317.1,13124.59,717,8,2,debt_consolidation,0
741,67000.06,9785.24,653,5,3,personal,0
742,24616.86,5968.55,806,3,0,home_improvement,0
743,42286.12,12076.53,686,7,1,education,0
744,100359.33,5392.36,738,11,1,debt_consolidation,0
745,49633.15,12507.6,675,9,5,home_improvement,0
746,58053.07,16773.19,715,6,1,debt_consolidation,0
747,102355.42,8413.34,661,13,2,debt_consolidation,0
748,120913.11,22535.13,736,7,1,education,0
749,49073.84,27464.86,779,6,2,home_improvement,0
750,99432.56,9403.92,696,5,4,personal,0
751,75563.82,10226.98,796,4,1,debt_consolidation,0
752,38274.87,22328.28,664,4,0,debt_consolidation,0
753,58806.89,6592.25,789,7,0,education,0
754,20000.0,6152.23,748,5,0,home_improvement,0
755,64844.1,10439.24,667,10,2,debt_consolidation,0
756,37172.6,13193.62,742,10,1,debt_consolidation,0
757,32418.46,9095.33,740,11,3,business,0
758,80987.89,19940.61,756,9,0,business,0
759,29041.6,5152.21,516,5,1,debt_consolidation,0
760,58340.87,18305.66,596,4,1,education,0
761,77190.82,9159.47,661,7,0,personal,0
762,38531.38,40629.87,704,12,0,business,0
763,52904.42,25298.66,731,11,1,business,1
764,33097.63,14594.04,649,16,0,home_improvement,0
765,30476.57,12979.67,747,4,1,personal,1
766,43243.54,9314.8,511,10,2,business,0
767,200000.0,2066.08,571,11,1,personal,0
768,119464.6,14436.36,640,5,3,personal,1
769,37253.0,29595.23,848,8,0,home_improvement,0
770,45466.87,6901.48,754,6,3,debt_consolidation,0
771,39537.13,7506.8,649,5,1,debt_consolidation,0
772,25299.34,14367.48,815,5,1,business,0
773,33475.23,5507.31,602,9,2,home_improvement,1
774,38165.28,8009.44,622,9,0,business,0
775,20000.0,9809.95,702,7,1,business,0
776,41831.34,14572.36,689,13,1,debt_consolidation,0
777,69692.72,50000.0,713,9,0,home_improvement,0
778,128070.53,12919.66,652,5,1,personal,0
779,63513.08,17452.81,735,6,1,debt_consolidation,1
780,31076.23,12672.58,690,4,1,business,0
781,29692.47,16477.04,778,8,1,business,0
782,46868.37,14849.87,745,5,0,education,0
783,49841.56,26288.18,627,9,1,home_improvement,0
784,46016.43,43500.0,586,8,2,personal,0
785,87425.76,12035.39,766,6,1,personal,0
786,60729.92,10350.75,592,7,2,business,0
787,62182.76,50000.0,764,9,2,education,0
788,57834.29,44020.1,659,4,0,education,0
789,34724.03,17085.97,730,5,0,home_improvement,0
790,21496.34,32262.72,631,10,2,business,1
791,45870.45,41836.42,717,6,1,business,0
792,35304.55,11478.77,772,4,2,business,0
793,67453.19,26511.91,645,6,1,home_improvement,0
794,36571.82,15162.83,609,6,0,personal,1
795,87537.04,15476.07,616,5,0,debt_consolidation,0
796,67619.48,23651.38,492,7,0,education,0
797,112718.31,46054.7,612,8,1,personal,0
798,107611.19,19842.31,778,7,1,debt_consolidation,0
799,70794.21,25939.56,544,7,0,personal,0
800,27638.55,25814.39,637,5,2,personal,0
801,39285.86,34246.3,691,1,1,personal,0
802,34488.53,20585.47,689,3,2,personal,0
803,51802.55,16181.44,613,7,0,business,0
804,61425.52,10806.13,785,7,1,personal,1
805,41883.25,21782.53,740,8,2,debt_consolidation,0
806,66065.27,10506.2,602,4,2,debt_consolidation,0
807,35267.19,14713.06,668,7,0,education,0
808,20000.0,6692.56,632,5,4,home_improvement,1
809,54690.28,50000.0,718,2,0,debt_consolidation,0
810,42655.57,6399.65,798,2,2,debt_consolidation,0
811,52192.57,20422.63,720,4,1,debt_consolidation,0
812,72423.67,7991.6,809,5,0,debt_consolidation,0
813,43670.34,5268.11,671,3,2,home_improvement,0
814,26633.66,19316.47,551,6,1,home_improvement,0
815,36470.96,39610.26,622,10,2,personal,1
816,99508.39,8075.28,738,6,0,debt_consolidation,0
817,61040.63,20927.43,674,8,3,debt_consolidation,0
818,87741.06,48952.74,689,5,0,education,0
819,38512.36,50000.0,644,11,2,education,1
820,70774.29,11438.49,636,6,2,education,0
821,79496.31,13507.05,772,7,1,education,0
822,22740.4,15172.04,829,5,1,personal,0
823,56808.99,23255.83,642,4,2,business,0
824,54095.79,12386.4,629,6,1,education,0
825,27266.51,22108.62,749,6,0,education,1
826,27383.05,13457.88,805,3,2,home_improvement,0
827,136021.58,8270.02,768,6,0,debt_consolidation,0
828,53394.87,19179.97,835,6,2,personal,0
829,92216.56,9379.82,773,3,1,debt_consolidation,0
830,70923.52,7001.45,746,8,1,business,0
831,50312.55,14064.44,781,7,2,personal,0
832,29534.29,7923.47,716,9,0,business,0
833,67840.11,10909.91,691,11,1,debt_consolidation,1
834,49245.41,27692.64,727,4,2,home_improvement,1
835,53205.59,9237.48,723,8,0,education,0
836,56211.37,6025.91,628,11,1,debt_consolidation,0
837,58538.26,21093.94,724,9,3,personal,0
838,64362.17,30182.22,695,3,2,education,0
839,31152.51,10300.26,721,6,2,personal,0
840,69674.98,35892.53,684,8,2,business,0
841,70772.2,20869.96,714,7,1,personal,0
842,54365.69,38397.88,707,5,0,home_improvement,1
843,66307.73,7174.76,593,10,3,business,0
844,100862.53,3953.18,625,10,2,debt_consolidation,0
845,74889.44,20159.79,563,12,0,education,0
846,27621.49,13866.85,794,11,1,education,0
847,37449.61,16405.58,679,5,1,home_improvement,0
848,44590.89,18745.88,707,6,1,personal,0
849,36502.03,41139.12,679,3,0,debt_consolidation,1
850,24492.39,8793.1,600,5,0,personal,0
851,78480.11,45380.06,666,12,1,personal,0
852,33012.7,9711.45,680,8,1,home_improvement,1
853,90478.01,19471.32,539,3,1,business,0
854,21840.32,18173.52,721,7,0,business,0
855,72347.27,7942.89,708,9,0,home_improvement,0
856,75189.89,18934.5,652,8,0,home_improvement,0
857,55034.9,6853.13,797,14,0,home_improvement,0
858,43132.78,3494.07,711,8,2,personal,0
859,48737.69,27032.33,752,6,1,personal,1
860,49473.35,28111.46,711,6,1,debt_consolidation,0
861,61752.29,4984.21,712,10,0,home_improvement,0
862,44806.98,11339.3,506,11,1,personal,0
863,48233.94,6249.96,638,4,0,business,0
864,58006.9,21095.41,671,7,2,home_improvement,0
865,49647.75,29466.92,592,2,2,business,1
866,31445.58,7293.28,660,11,1,education,0
867,33089.32,2924.51,753,11,1,debt_consolidation,0
868,47193.6,19036.1,680,7,1,education,0
869,20656.6,20481.14,574,4,1,debt_consolidation,1
870,45614.1,7318.55,718,1,2,home_improvement,0
871,53406.6,9451.05,525,8,1,debt_consolidation,0
872,46830.9,7797.44,727,7,3,personal,0
873,61606.0,13516.62,638,4,1,business,0
874,54242.27,23996.89,831,12,0,personal,0
875,75111.12,17880.07,563,5,3,home_improvement,0
876,53067.73,19647.64,677,5,1,education,0
877,128953.57,5472.51,591,2,3,business,0
878,49776.84,9029.68,649,10,0,home_improvement,0
879,71751.9,30564.66,850,8,4,personal,0
880,44685.97,5778.85,648,1,3,personal,0
881,49914.98,7455.48,584,7,4,debt_consolidation,0
882,30541.76,20834.0,730,9,0,debt_consolidation,0
883,46603.46,3736.4,651,7,2,education,0
884,32378.12,6656.26,651,10,2,debt_consolidation,0
885,87034.92,23249.03,652,7,0,debt_consolidation,0
886,53686.87,4591.55,653,6,2,debt_consolidation,0
887,65188.87,7831.59,772,9,1,education,0
888,20479.82,20414.06,554,5,2,home_improvement,1
889,21758.02,6138.47,685,9,2,business,0
890,41836.69,24317.04,701,8,1,home_improvement,0
891,24099.16,16206.35,692,6,0,home_improvement,1
892,20000.0,11132.25,590,4,1,home_improvement,0
893,73156.57,3537.21,597,13,1,personal,0
894,57647.13,13578.28,654,5,0,business,0
895,32925.36,4457.36,599,7,2,business,0
896,52136.25,4004.52,704,7,2,personal,0
897,122815.0,17625.16,774,7,1,personal,0
898,30812.81,16211.23,684,7,0,debt_consolidation,1
899,77391.74,3272.9,655,4,1,personal,0
900,39040.15,11011.81,509,7,1,education,1
901,36005.49,18592.68,703,5,1,personal,0
902,26188.37,16079.97,616,7,1,debt_consolidation,1
903,52637.7,15356.81,653,5,1,personal,0
904,73354.54,11146.31,620,9,1,education,0
905,57255.06,28344.48,662,9,1,personal,0
906,43983.82,15017.69,696,10,1,home_improvement,0
907,35462.05,29499.41,712,3,0,business,0
908,116447.01,13777.82,764,7,0,education,0
909,37076.15,6029.57,663,4,0,education,0
910,36935.02,15094.12,662,7,0,education,0
911,22438.88,5213.73,778,8,0,home_improvement,1
912,117690.08,18017.53,750,7,1,home_improvement,0
913,21010.83,50000.0,783,5,1,business,1
914,78840.26,13958.24,755,8,0,debt_consolidation,0
915,66145.48,12476.81,850,8,0,business,0
916,38549.73,25136.49,739,8,2,education,0
917,54929.13,15995.2,594,8,0,education,0
918,61875.61,50000.0,739,3,5,education,1
919,152319.73,12980.59,709,4,0,business,0
920,118185.89,16698.32,650,14,1,debt_consolidation,0
921,70907.16,27577.72,642,10,0,debt_consolidation,0
922,55633.5,4803.17,666,6,1,business,0
923,68413.71,22029.71,508,3,1,education,0
924,55137.21,9830.53,476,12,1,business,0
925,58568.64,10805.22,686,0,2,business,0
926,35414.29,22862.84,640,11,1,personal,0
927,47386.35,8215.78,635,10,0,personal,0
928,72381.39,11309.77,652,5,0,home_improvement,0
929,50389.85,12025.25,557,8,4,home_improvement,0
930,62644.43,12588.61,739,3,1,business,0
931,37884.88,8226.07,655,13,0,personal,0
932,47888.36,19736.11,683,10,4,education,0
933,26424.81,5815.11,755,13,0,home_improvement,0
934,72824.62,3581.6,652,6,2,education,0
935,20379.62,10862.3,751,7,1,education,0
936,62327.33,19424.06,709,8,4,home_improvement,0
937,24736.77,19809.88,750,4,0,business,0
938,30509.75,16600.53,757,10,1,personal,0
939,29991.65,10542.14,720,9,1,home_improvement,0
940,75336.53,17688.46,672,10,1,debt_consolidation,0
941,26755.87,12126.58,719,6,1,debt_consolidation,0
942,44680.88,12735.13,596,7,1,education,0
943,39783.28,2275.37,710,8,3,debt_consolidation,0
944,43138.1,9776.56,743,9,2,education,0
945,71255.39,3367.5,603,8,0,personal,0
946,45988.82,50000.0,782,10,0,home_improvement,0
947,45633.31,24410.14,675,4,2,home_improvement,1
948,31068.15,30848.97,710,13,0,personal,1
949,30446.6,9340.4,583,8,1,education,0
950,24320.32,12641.12,502,11,3,business,1
951,41041.82,5383.12,777,7,1,debt_consolidation,0
952,103001.41,5957.86,669,10,0,personal,0
953,53631.88,11101.19,759,6,1,debt_consolidation,0
954,50444.68,9059.21,665,6,1,business,0
955,22511.93,18313.69,610,11,1,education,0
956,85591.36,17625.89,818,6,3,debt_consolidation,0
957,109185.8,10118.53,674,9,2,education,0
958,32262.25,23880.83,689,5,2,business,0
959,30086.97,5951.44,666,8,2,education,0
960,100632.67,5548.28,565,6,0,business,0
961,59494.69,19040.23,723,8,0,home_improvement,0
962,115778.0,19528.13,713,8,3,debt_consolidation,0
963,88365.78,24174.53,751,13,2,debt_consolidation,0
964,20000.0,4874.76,615,10,0,business,0
965,108599.6,7463.07,553,3,2,business,0
966,52325.35,16493.55,725,10,4,personal,0
967,49586.49,16771.52,784,4,3,business,0
968,49828.68,50000.0,551,5,1,business,1
969,47141.84,6530.32,568,3,2,education,0
970,22924.04,50000.0,635,6,2,education,1
971,97985.12,19191.51,560,7,1,debt_consolidation,0
972,37168.27,30202.35,648,6,0,education,0
973,41948.44,20448.39,710,11,2,education,0
974,65433.43,7964.95,738,10,1,debt_consolidation,0
975,117574.99,9048.6,723,9,1,home_improvement,0
976,47012.38,13388.58,668,4,0,personal,1
977,54170.54,4597.55,782,7,1,education,0
978,98779.63,4266.56,527,4,0,home_improvement,0
979,65063.14,8668.11,595,7,1,personal,0
980,61978.38,21810.74,682,8,1,debt_consolidation,0
981,20000.0,8427.1,618,3,3,education,0
982,42240.82,12719.81,668,7,0,education,0
983,53330.83,12040.18,718,5,0,business,0
984,53057.03,27069.02,635,5,2,education,0
985,77501.76,17984.95,636,7,1,education,0
986,26592.71,24297.69,658,8,2,home_improvement,1
987,29390.11,30231.64,750,8,1,home_improvement,0
988,79707.47,6689.96,730,9,1,education,0
989,84518.53,3104.87,744,6,0,personal,0
990,29229.6,10033.53,692,9,2,debt_consolidation,0
991,56082.15,29527.29,694,8,1,home_improvement,0
992,43390.74,21708.47,773,10,0,personal,0
993,35520.82,10255.31,611,5,1,education,0
994,26909.33,50000.0,775,2,2,business,1
995,31307.0,23006.28,693,6,1,home_improvement,0
996,32506.73,8765.11,683,4,3,home_improvement,0
997,106494.53,30202.72,639,7,1,business,0
998,62796.92,4414.24,776,13,0,education,0
999,56504.48,16842.37,747,7,0,home_improvement,0
1000,28001.44,9220.24,571,4,0,education,0
