transaction_id,transaction_amount,merchant_category,hour_of_day,day_of_week,distance_from_home_km,num_transactions_last_hour,card_present,transaction_country_match,customer_age,account_age_months,is_fraud
1040,46.45,grocery,16,1,11.5,0,1,1,18,217,0
1041,94.05,restaurant,18,0,2.1,1,1,1,36,151,0
1042,188.69,gas_station,0,5,24.0,0,1,1,49,3,0
1043,47.06,grocery,0,0,18.6,0,0,0,25,30,0
1044,118.99,electronics,12,5,11.2,0,1,1,36,209,0
1045,261.56,restaurant,13,5,10.8,1,0,1,72,45,0
1046,115.81,grocery,5,6,1.4,2,1,1,33,177,0
1047,122.01,electronics,5,0,91.2,3,0,1,75,222,1
1048,3.96,restaurant,0,5,36.3,1,1,0,52,113,0
1049,245.92,travel,13,1,1.5,0,0,1,19,122,0
1050,3.58,restaurant,2,0,4.6,0,1,1,29,19,0
1051,250.25,online_retail,22,5,34.9,1,0,1,46,192,0
1052,91.33,restaurant,9,2,5.0,2,1,1,27,133,0
1053,336.76,online_retail,18,0,15.9,1,1,1,79,232,0
1054,193.4,electronics,18,6,11.5,2,0,0,39,56,0
1055,1787.35,restaurant,18,3,46.4,2,0,1,51,162,1
1056,52.83,electronics,22,0,8.1,1,1,1,75,73,0
1057,175.9,electronics,3,0,5.3,2,1,0,79,103,0
1058,62.69,grocery,19,0,0.7,0,0,1,38,176,0
1059,79.44,electronics,18,5,20.5,2,0,1,54,236,0
1060,119.5,electronics,9,0,20.6,1,1,1,22,26,0
1061,249.27,restaurant,1,3,16.7,1,1,0,23,133,0
1062,497.85,restaurant,3,4,15.5,0,0,1,49,88,0
1063,176.46,travel,23,0,4.2,1,1,0,20,159,0
1064,65.91,grocery,5,2,0.3,2,0,1,27,24,0
1065,66.65,electronics,6,3,24.8,2,0,1,22,85,0
1066,161.54,grocery,15,4,10.1,2,0,1,41,22,0
1067,33.74,online_retail,6,5,5.5,3,0,1,37,102,0
1068,15.05,electronics,17,0,1.6,0,0,1,79,150,0
1069,53.55,grocery,19,4,1.0,1,0,0,54,213,0
1070,41.63,travel,21,2,6.4,2,0,1,48,57,0
1071,43.17,travel,18,3,24.5,0,1,1,64,158,0
1072,32.93,electronics,8,3,37.6,1,1,1,34,113,0
1073,6.16,online_retail,19,5,34.1,3,1,1,66,47,0
1074,3.16,travel,9,5,37.9,2,0,1,41,202,0
1075,529.0,travel,12,5,35.7,1,1,0,35,195,0
1076,67.99,online_retail,17,4,11.2,1,1,1,43,167,0
1077,59.2,grocery,15,0,3.7,2,1,1,59,221,0
1078,603.24,travel,21,1,128.8,1,0,1,72,89,1
1079,30.55,restaurant,16,3,3.6,4,0,1,24,194,0
1080,360.39,gas_station,21,1,4.7,0,0,1,60,205,0
1081,186.21,gas_station,12,6,4.0,0,1,1,31,91,0
1082,12.24,travel,11,3,10.9,0,1,1,58,157,0
1083,65.87,grocery,9,5,5.8,1,1,1,66,142,0
1084,254.55,grocery,0,0,2.5,2,1,0,19,4,0
1085,348.47,electronics,7,0,9.1,1,1,1,47,200,0
1086,76.6,restaurant,20,3,31.1,0,1,1,66,5,0
1087,115.05,grocery,21,4,12.7,1,1,1,34,44,0
1088,22.93,online_retail,17,6,31.6,1,1,1,76,91,0
1089,568.53,restaurant,1,5,3.3,1,1,1,37,24,0
1090,32.62,gas_station,15,0,2.7,2,1,1,73,236,0
1091,344.2,restaurant,11,6,12.9,3,1,0,27,235,0
1092,126.86,online_retail,8,6,9.3,2,1,1,41,226,0
1093,113.3,travel,2,0,16.2,1,1,1,61,28,0
1094,87.26,online_retail,21,2,23.7,0,1,1,29,152,0
1095,32.47,online_retail,20,6,20.9,2,1,1,44,128,0
1096,24.31,travel,3,0,42.8,2,0,1,32,5,0
1097,30.89,travel,1,2,7.6,2,1,1,26,13,0
1098,25.76,travel,7,0,3.5,1,1,1,35,210,0
1099,182.47,travel,9,0,12.0,2,0,1,65,55,0
1100,52.72,travel,15,6,1.8,2,1,1,78,209,0
1101,8.15,online_retail,22,4,5.1,1,1,1,24,30,0
1102,418.25,electronics,10,4,3.5,3,1,1,45,102,0
1103,259.28,electronics,17,5,7.6,2,1,1,63,83,0
1104,316.32,grocery,21,0,1.8,2,1,1,53,214,0
1105,634.61,electronics,13,5,0.5,4,1,1,20,177,0
1106,23.92,gas_station,7,5,16.0,1,0,1,61,113,0
1107,61.55,electronics,22,5,14.1,3,1,1,33,82,0
1108,171.38,online_retail,14,5,18.5,3,0,1,53,90,0
1109,143.9,travel,16,3,16.2,5,0,1,21,15,0
1110,21.05,travel,20,6,1.8,0,0,1,52,220,0
1111,204.03,online_retail,17,6,5.2,1,0,1,26,30,0
1112,31.5,gas_station,5,3,2.1,0,1,1,73,28,0
1113,31.4,electronics,22,0,27.8,1,0,1,63,212,0
1114,93.4,online_retail,13,3,20.6,1,1,1,29,132,0
1115,108.86,grocery,22,0,3.4,3,0,1,27,68,0
1116,105.12,travel,2,4,6.3,2,1,0,63,101,0
1117,28.26,restaurant,6,6,107.2,1,1,1,61,143,1
1118,252.92,grocery,14,1,13.5,0,0,1,61,34,0
1119,38.04,gas_station,20,2,24.2,2,1,1,19,203,0
1120,17.64,grocery,23,6,4.6,1,1,1,36,215,0
1121,264.51,online_retail,15,3,3.5,1,1,1,30,99,0
1122,374.88,electronics,15,3,23.0,2,0,1,59,171,0
1123,238.77,travel,7,4,17.4,2,1,1,72,227,0
1124,688.9,gas_station,6,3,87.1,4,1,1,70,203,1
1125,128.79,gas_station,5,0,12.1,0,0,1,50,61,0
1126,97.05,restaurant,1,0,12.4,1,1,1,18,191,0
1127,11.92,grocery,21,1,20.0,3,1,1,45,2,0
1128,64.0,restaurant,12,1,4.7,2,0,0,57,118,0
1129,186.81,electronics,11,6,30.6,1,1,1,23,52,1
1130,37.09,electronics,14,1,30.8,0,1,1,69,52,0
1131,155.23,restaurant,8,0,5.5,1,1,1,20,15,0
1132,83.19,travel,1,5,11.9,2,1,1,62,168,0
1133,11.14,electronics,16,5,18.2,4,1,1,42,28,0
1134,30.84,restaurant,4,1,142.4,1,1,1,74,223,0
1135,138.96,grocery,10,1,8.6,1,1,1,61,96,0
1136,10.5,restaurant,21,0,8.4,3,1,1,69,98,0
1137,229.62,restaurant,18,4,27.7,1,1,1,33,55,0
1138,83.02,online_retail,23,6,24.6,0,0,1,60,178,0
1139,79.61,electronics,6,3,19.7,0,0,1,73,22,0
1140,108.7,travel,1,6,9.3,1,1,1,21,157,0
1141,209.94,travel,15,2,5.9,1,1,1,25,72,0
1142,52.29,online_retail,11,5,14.1,2,0,0,56,214,0
1143,136.99,gas_station,22,5,31.3,0,1,1,33,140,0
1144,446.68,travel,14,0,132.6,0,0,1,79,215,1
1145,38.28,restaurant,0,6,1.7,2,1,1,61,38,0
1146,254.07,online_retail,12,0,8.4,1,0,1,55,120,0
1147,192.6,grocery,22,2,9.4,0,1,1,40,2,0
1148,426.46,electronics,5,6,321.6,2,1,0,23,140,1
1149,935.48,electronics,12,2,98.1,3,0,1,60,183,1
1150,243.35,electronics,17,1,7.8,1,0,1,61,213,0
1151,148.87,restaurant,2,6,0.4,0,1,1,33,126,0
1152,218.69,grocery,0,2,12.5,0,0,1,71,140,0
1153,144.47,online_retail,14,3,1.5,1,1,1,33,109,0
1154,137.78,online_retail,12,3,27.0,1,1,1,79,223,0
1155,116.67,electronics,4,5,20.9,1,1,1,40,9,0
1156,168.67,grocery,12,3,9.3,2,1,1,33,207,0
1157,21.72,grocery,21,6,8.4,1,0,1,53,32,0
1158,256.31,grocery,4,3,34.1,1,1,1,29,235,0
1159,247.54,travel,18,3,5.1,2,1,1,54,73,0
1160,4.56,travel,20,1,4.3,2,1,1,26,216,0
1161,210.72,electronics,23,5,42.0,0,1,1,35,136,0
1162,17.56,grocery,17,0,24.9,3,1,1,26,116,0
1163,49.98,gas_station,20,5,25.8,1,1,1,65,156,0
1164,164.28,grocery,21,5,3.3,0,0,1,38,184,0
1165,22.03,online_retail,9,5,2.3,1,1,1,75,82,0
1166,205.43,online_retail,23,2,0.4,1,1,1,18,107,0
1167,215.15,electronics,7,0,4.1,1,1,1,76,229,0
1168,85.98,gas_station,14,2,22.3,2,1,1,40,36,0
1169,1.77,grocery,20,1,4.1,2,1,1,22,117,0
1170,41.6,gas_station,19,1,19.6,4,1,1,36,165,0
1171,116.14,electronics,22,4,4.4,3,1,1,52,32,0
1172,477.78,online_retail,21,4,7.5,3,0,1,50,213,0
1173,120.9,online_retail,3,1,61.3,0,1,1,72,167,0
1174,127.43,travel,1,1,24.0,2,0,1,63,49,1
1175,121.62,electronics,23,2,7.1,1,1,1,35,221,0
1176,94.18,electronics,5,1,5.4,1,1,1,57,146,0
1177,182.61,grocery,2,6,1.7,1,1,1,31,23,0
1178,14.58,grocery,6,0,10.1,0,1,1,37,33,0
1179,172.77,travel,9,2,7.1,0,1,1,69,112,0
1180,94.51,restaurant,22,1,17.8,2,0,1,30,201,0
1181,396.59,gas_station,5,2,25.5,0,1,1,76,236,0
1182,51.2,restaurant,15,2,11.8,0,1,1,70,179,0
1183,121.16,restaurant,1,3,0.5,2,1,1,33,171,0
1184,323.64,electronics,23,4,14.5,0,1,1,58,230,0
1185,13.98,gas_station,16,2,0.9,2,1,1,48,4,0
1186,333.19,electronics,12,5,14.4,3,0,1,56,80,0
1187,140.73,gas_station,0,6,17.3,2,1,1,52,195,0
1188,9.43,online_retail,5,6,3.3,1,0,1,37,200,0
1189,43.97,electronics,4,2,25.7,1,1,1,74,208,0
1190,148.79,electronics,12,5,36.3,0,1,1,18,125,0
1191,9.37,electronics,22,6,25.2,1,1,1,73,2,0
1192,105.72,travel,17,3,5.5,0,1,0,57,45,0
1193,51.94,electronics,11,1,13.3,1,1,1,63,211,0
1194,117.4,grocery,6,2,36.9,1,1,1,30,88,0
1195,6.62,grocery,14,3,5.8,1,1,1,24,208,0
1196,247.25,gas_station,2,0,25.7,1,0,1,62,115,0
1197,436.62,online_retail,15,3,0.1,0,1,1,39,168,0
1198,417.38,travel,0,4,0.1,2,0,1,24,130,0
1199,167.19,gas_station,15,4,21.4,0,1,1,75,160,0
1200,17.72,grocery,23,1,21.5,1,0,1,37,1,0
1201,171.39,travel,11,5,23.3,2,1,1,69,18,0
1202,3.99,travel,18,1,39.9,2,1,1,54,231,0
1203,3.68,online_retail,7,6,1.9,1,0,1,53,192,0
1204,47.92,travel,22,5,4.0,2,1,1,21,160,0
1205,305.23,electronics,11,5,154.1,0,1,0,74,9,1
1206,177.57,travel,14,5,2.9,0,1,1,23,55,0
1207,138.97,online_retail,1,5,17.2,0,1,1,63,67,0
1208,71.85,gas_station,16,4,11.3,0,0,1,20,24,0
1209,39.36,online_retail,6,6,1.3,1,0,1,20,121,0
1210,1914.85,online_retail,12,4,20.4,1,0,1,75,11,1
1211,67.65,grocery,0,2,11.0,0,0,1,73,156,0
1212,73.04,electronics,5,6,28.7,0,1,1,20,16,0
1213,22.44,grocery,12,4,18.4,0,1,0,79,93,0
1214,191.06,gas_station,10,1,14.6,0,0,1,53,105,0
1215,142.98,restaurant,9,4,10.3,2,1,1,71,12,0
1216,30.93,gas_station,15,6,5.3,1,1,1,26,238,0
1217,11.32,electronics,23,6,1.9,2,1,1,71,121,0
1218,137.92,travel,22,1,7.9,1,0,1,33,196,0
1219,128.54,online_retail,19,0,0.4,3,1,1,68,90,0
1220,39.3,restaurant,16,6,3.6,3,0,1,33,132,0
1221,362.58,electronics,16,4,8.5,1,1,1,29,75,0
1222,20.65,grocery,3,1,8.1,1,1,1,55,66,0
1223,68.95,online_retail,4,5,0.7,2,0,1,37,31,0
1224,902.33,gas_station,22,6,40.9,1,0,0,70,184,1
1225,66.31,grocery,13,3,12.0,1,1,1,48,178,0
1226,123.11,electronics,19,5,1.2,0,1,1,47,195,0
1227,255.3,electronics,9,2,113.9,1,1,1,38,89,1
1228,39.46,gas_station,13,6,1.6,4,0,1,20,98,0
1229,497.05,restaurant,0,1,28.9,1,1,1,38,129,0
1230,64.18,gas_station,10,5,0.0,3,1,1,45,197,0
1231,270.43,travel,22,4,32.1,3,0,1,45,39,0
1232,32.36,grocery,17,4,0.3,1,1,1,22,180,0
1233,29.76,restaurant,15,6,21.3,2,1,1,24,95,0
1234,4.8,online_retail,17,0,6.7,0,0,1,74,164,0
1235,127.55,travel,7,3,20.1,2,0,1,22,195,0
1236,56.16,restaurant,9,6,7.7,3,0,1,26,230,0
1237,240.73,grocery,9,1,1.1,0,1,1,64,140,0
1238,184.41,electronics,4,5,92.6,2,0,1,38,61,1
1239,414.77,online_retail,9,3,1.1,2,0,1,37,208,0
1240,25.63,gas_station,17,0,38.3,3,1,1,55,72,0
1241,244.56,grocery,20,6,0.8,2,1,1,57,139,0
1242,180.85,travel,23,2,9.8,2,1,1,69,109,0
1243,449.57,travel,5,3,50.1,1,0,0,54,14,1
1244,1082.97,electronics,2,0,20.2,3,0,1,75,219,1
1245,172.77,electronics,7,6,3.7,3,0,1,34,210,0
1246,119.09,online_retail,8,6,21.4,0,1,1,59,182,0
1247,17.88,gas_station,4,1,23.0,2,1,1,45,136,0
1248,4.97,online_retail,1,6,38.4,0,1,1,48,161,0
1249,305.37,electronics,1,2,7.1,0,0,1,50,132,0
1250,116.06,electronics,6,6,10.6,2,1,1,49,113,0
1251,192.07,travel,16,4,6.8,1,1,1,79,30,0
1252,79.82,electronics,9,0,4.5,2,1,1,49,84,0
1253,15.97,restaurant,11,4,20.9,1,1,1,65,94,0
1254,17.05,grocery,1,6,6.2,1,1,1,73,91,0
1255,139.84,electronics,9,2,8.4,2,0,1,40,89,0
1256,189.11,online_retail,19,0,26.7,1,1,1,38,54,1
1257,27.86,gas_station,0,0,18.7,2,1,1,42,134,0
1258,244.07,gas_station,3,6,103.0,2,1,1,50,5,1
1259,8.96,gas_station,12,2,16.5,0,1,1,80,206,0
1260,105.66,restaurant,11,1,9.6,2,0,1,20,51,0
1261,38.6,online_retail,10,0,22.7,2,1,1,23,142,0
1262,192.68,restaurant,9,2,15.4,2,1,1,66,34,0
1263,45.59,electronics,14,3,0.9,2,0,1,79,169,0
1264,73.88,grocery,4,4,1.5,3,1,1,45,89,0
1265,2.4,gas_station,16,0,0.6,1,0,1,71,167,0
1266,10.02,online_retail,4,3,9.2,3,1,1,19,146,0
1267,60.81,gas_station,1,0,26.2,2,1,1,49,20,0
1268,79.46,restaurant,8,1,5.6,0,1,1,43,107,0
1269,110.96,travel,5,6,7.3,0,1,1,79,136,0
1270,42.38,electronics,17,2,36.0,1,0,1,22,26,0
1271,143.49,grocery,13,0,27.2,1,0,1,28,85,0
1272,237.04,electronics,18,2,16.4,4,1,1,27,155,0
1273,182.61,travel,13,5,4.7,1,1,1,32,160,0
1274,5.85,grocery,7,0,1.9,2,0,1,35,42,0
1275,79.59,travel,16,1,0.2,4,1,1,66,178,0
1276,14.3,electronics,2,1,1.7,1,1,1,31,81,0
1277,34.26,restaurant,9,6,5.2,2,1,1,45,177,0
1278,519.06,electronics,16,6,12.0,4,1,1,47,193,0
1279,19.45,electronics,10,3,1.0,0,1,1,79,191,0
1280,83.91,electronics,7,1,2.2,0,1,1,77,27,0
1281,454.42,online_retail,0,2,12.0,3,1,1,30,100,1
1282,146.47,travel,12,5,15.0,0,0,1,37,203,0
1283,99.42,travel,20,1,14.3,1,1,1,19,233,0
1284,2.18,gas_station,3,0,12.0,0,1,1,42,233,0
1285,48.43,travel,6,1,4.3,1,1,1,61,35,0
1286,88.51,gas_station,13,5,7.0,1,0,1,76,38,0
1287,39.99,online_retail,4,2,7.0,0,1,1,60,38,1
1288,52.81,restaurant,23,0,3.9,1,1,1,68,42,0
1289,5.05,gas_station,10,3,34.2,0,0,1,29,170,0
1290,10.82,electronics,16,3,58.5,1,1,1,42,177,0
1291,61.69,restaurant,4,3,15.6,1,1,1,21,239,0
1292,18.09,online_retail,19,6,37.3,2,0,1,59,57,0
1293,101.59,travel,2,0,15.4,0,1,1,29,100,0
1294,141.34,gas_station,4,3,0.5,1,1,1,24,54,0
1295,194.49,electronics,14,6,86.0,0,1,1,72,138,0
1296,27.8,grocery,18,1,1.6,0,0,1,55,188,0
1297,23.0,grocery,15,0,17.2,2,1,1,57,40,0
1298,14.25,restaurant,7,0,4.4,2,0,1,76,129,0
1299,122.41,travel,12,0,7.5,3,0,1,49,120,0
1300,148.1,grocery,15,4,15.6,3,1,1,60,86,0
1301,17.83,restaurant,2,6,41.2,0,0,0,23,64,1
1302,331.26,online_retail,0,2,4.3,2,1,1,74,81,0
1303,7.4,restaurant,8,4,6.1,0,1,1,70,12,0
1304,94.52,restaurant,8,4,6.3,0,1,1,44,236,0
1305,149.16,restaurant,21,4,48.0,2,1,1,52,185,0
1306,246.72,electronics,16,2,24.0,1,1,1,38,205,0
1307,151.25,restaurant,23,4,9.2,1,1,1,37,89,0
1308,195.17,gas_station,1,3,3.3,0,1,1,36,26,0
1309,50.76,restaurant,8,0,25.0,0,1,0,50,238,0
1310,203.37,electronics,23,0,2.6,3,0,1,73,40,0
1311,11.02,electronics,18,6,3.5,2,1,0,80,110,0
1312,271.25,online_retail,12,1,6.8,0,0,1,21,231,0
1313,96.18,travel,4,5,31.8,2,0,0,77,113,0
1314,204.99,grocery,8,3,2.1,0,1,1,36,43,0
1315,73.25,grocery,12,2,2.0,3,1,1,77,225,0
1316,124.8,restaurant,0,5,10.2,1,1,1,69,72,0
1317,90.69,online_retail,14,0,4.9,3,0,1,66,141,0
1318,158.83,restaurant,3,4,12.6,4,1,1,45,90,0
1319,11.22,grocery,3,6,9.0,1,1,1,39,184,0
1320,8.47,electronics,19,6,8.6,1,1,1,68,17,0
1321,35.06,travel,9,1,1.8,2,1,1,41,88,0
1322,21.86,online_retail,5,1,2.3,2,1,1,76,24,0
1323,247.48,electronics,23,0,25.8,3,1,0,63,76,0
1324,30.69,travel,11,3,32.6,0,1,1,80,223,0
1325,1090.06,online_retail,19,6,16.5,1,0,1,79,58,1
1326,50.3,online_retail,15,5,1.8,0,0,0,47,208,0
1327,25.12,grocery,2,1,0.8,1,1,1,46,234,0
1328,188.11,electronics,13,0,14.1,1,0,1,27,189,0
1329,522.24,online_retail,0,3,76.8,3,0,1,70,208,1
1330,83.75,gas_station,9,0,7.0,3,1,1,49,222,0
1331,98.26,online_retail,14,0,17.1,2,1,1,26,156,0
1332,153.41,travel,6,3,18.7,4,0,1,42,195,0
1333,32.12,grocery,3,3,41.1,1,1,1,33,97,0
1334,1664.71,restaurant,13,3,3.9,0,0,1,32,51,1
1335,442.68,grocery,23,0,3.2,2,1,1,76,88,0
1336,127.09,restaurant,15,1,1.1,2,1,1,65,222,0
1337,27.71,electronics,13,2,30.4,1,1,1,35,232,0
1338,137.82,electronics,2,2,23.6,2,1,1,70,240,0
1339,9.99,online_retail,16,0,12.8,2,1,1,40,92,0
1340,4.74,gas_station,20,0,1.3,1,1,1,72,111,0
1341,36.76,electronics,13,1,4.8,2,1,1,59,167,0
1342,75.53,online_retail,17,3,5.3,0,1,1,20,194,0
1343,244.24,grocery,2,0,12.3,2,1,1,24,205,0
1344,156.87,electronics,21,6,4.5,3,0,1,56,101,0
1345,163.9,grocery,18,4,1.1,0,1,1,69,202,0
1346,67.51,grocery,2,3,19.7,3,0,1,28,168,0
1347,51.95,gas_station,11,6,5.3,1,0,1,72,13,0
1348,56.64,electronics,21,0,9.0,2,1,1,41,147,0
1349,528.29,grocery,4,4,2.0,1,1,1,52,6,0
1350,5.91,gas_station,9,6,24.3,3,0,1,67,146,0
1351,243.12,gas_station,8,5,12.5,2,0,1,42,232,0
1352,104.72,electronics,0,1,34.8,1,1,1,45,9,0
1353,70.28,gas_station,12,4,10.3,2,0,1,29,81,0
1354,662.06,electronics,2,0,127.0,2,1,0,40,68,1
1355,81.02,electronics,18,2,33.4,1,1,1,34,54,0
1356,249.03,restaurant,10,6,12.9,2,1,1,75,126,0
1357,278.16,grocery,15,0,40.7,3,1,1,75,50,0
1358,66.72,travel,5,2,5.9,0,0,1,58,70,0
1359,39.89,electronics,23,1,6.8,0,0,1,54,139,0
1360,108.68,grocery,2,1,0.7,0,1,1,35,183,0
1361,293.15,gas_station,18,3,13.3,1,1,1,72,118,0
1362,29.39,online_retail,5,6,19.2,3,1,1,26,170,0
1363,118.05,electronics,7,3,22.3,1,1,1,62,90,0
1364,120.82,gas_station,21,2,2.4,2,1,1,52,139,0
1365,159.51,gas_station,12,2,8.8,2,1,0,53,72,0
1366,17.93,gas_station,11,1,2.9,2,1,1,74,67,0
1367,151.98,gas_station,9,4,16.3,1,1,1,80,130,0
1368,288.67,gas_station,2,2,2.6,0,0,1,35,210,0
1369,24.77,electronics,3,2,35.2,3,0,1,37,194,0
1370,33.55,travel,0,6,3.9,0,1,1,38,26,0
1371,427.5,restaurant,12,4,5.2,1,1,1,64,76,0
1372,24.96,gas_station,23,3,28.5,4,1,1,37,37,0
1373,232.21,gas_station,3,3,9.2,1,1,1,72,218,0
1374,82.34,restaurant,21,2,0.4,5,0,1,23,36,0
1375,35.08,electronics,10,6,10.2,0,1,1,26,16,0
1376,246.52,grocery,18,3,1.3,2,1,1,60,78,0
1377,71.72,online_retail,10,3,63.3,0,1,1,46,66,0
1378,87.79,online_retail,11,5,13.3,1,0,1,80,21,0
1379,54.41,grocery,10,6,4.4,1,1,0,46,135,0
1380,108.86,electronics,5,3,12.4,1,1,1,30,139,0
1381,22.43,online_retail,11,1,1.2,2,0,1,53,184,0
1382,60.53,restaurant,8,0,24.1,0,1,1,44,172,0
1383,419.46,grocery,9,2,38.9,0,1,1,64,54,0
1384,36.83,travel,2,2,31.1,2,1,1,74,93,0
1385,129.31,electronics,2,1,6.3,1,0,1,66,185,0
1386,172.12,grocery,19,0,27.2,4,0,0,61,58,1
1387,179.19,online_retail,22,0,0.5,1,1,1,23,37,0
1388,17.83,electronics,15,1,15.8,0,1,1,56,120,0
1389,421.07,restaurant,2,4,11.5,1,1,1,74,176,0
1390,73.57,electronics,9,4,9.2,1,1,1,49,190,0
1391,33.31,electronics,23,0,35.7,0,1,1,66,39,0
1392,10.16,restaurant,10,4,2.8,0,1,1,60,220,0
1393,23.32,gas_station,7,4,0.1,1,1,1,61,192,0
1394,89.02,restaurant,5,4,1.1,1,0,0,45,104,0
1395,50.32,electronics,19,0,3.8,1,1,1,62,68,0
1396,212.85,restaurant,10,4,0.5,0,1,1,18,68,0
1397,68.64,gas_station,20,2,10.5,1,1,1,67,155,0
1398,35.32,grocery,11,5,5.7,2,1,1,71,198,0
1399,116.21,restaurant,15,0,3.0,0,1,1,68,226,0
1400,148.22,restaurant,17,1,20.8,1,1,1,60,233,0
1401,22.93,electronics,12,4,3.4,2,0,0,48,104,0
1402,23.02,grocery,21,3,17.5,3,0,1,47,210,0
1403,5.48,travel,2,0,6.4,2,1,1,71,60,0
1404,161.0,travel,14,6,10.8,2,1,1,35,172,0
1405,131.81,online_retail,21,1,40.7,0,1,1,46,240,0
1406,78.24,restaurant,20,5,0.6,1,0,1,59,158,0
1407,224.08,restaurant,13,2,10.4,1,1,1,55,225,0
1408,197.58,grocery,17,6,28.9,0,1,1,40,186,0
1409,474.4,gas_station,13,1,61.6,3,0,1,39,212,1
1410,244.24,travel,4,4,4.9,1,0,1,19,126,0
1411,28.66,online_retail,20,3,7.6,2,0,1,22,123,0
1412,15.24,grocery,13,4,17.1,0,0,1,59,36,0
1413,38.72,restaurant,7,1,33.2,0,1,1,32,238,0
1414,8.05,travel,22,0,0.6,3,0,1,78,133,0
1415,91.9,online_retail,14,6,1.1,3,1,1,49,124,0
1416,836.02,electronics,14,3,17.8,3,0,0,63,227,1
1417,5.82,travel,18,6,4.0,4,1,1,23,147,0
1418,16.63,online_retail,19,6,4.6,1,1,1,31,140,0
1419,73.22,grocery,5,3,3.8,0,1,1,41,90,0
1420,326.95,electronics,18,1,3.3,0,1,1,74,188,0
1421,46.6,online_retail,7,5,2.1,0,1,1,38,83,0
1422,85.93,online_retail,5,5,40.8,3,1,1,31,139,0
1423,6.1,restaurant,19,4,2.3,0,1,1,29,53,0
1424,20.27,gas_station,22,1,3.4,0,1,1,72,20,0
1425,518.77,travel,14,3,4.2,0,1,1,21,73,0
1426,403.7,restaurant,2,1,40.5,0,1,0,75,84,0
1427,1.59,electronics,9,3,21.1,1,1,1,61,27,0
1428,364.92,gas_station,14,6,23.4,2,0,1,38,58,0
1429,123.31,online_retail,23,4,1.7,2,1,1,34,123,0
1430,243.92,restaurant,15,0,27.1,0,1,1,46,133,0
1431,73.78,gas_station,16,6,7.9,0,1,1,68,74,0
1432,87.98,travel,18,0,4.6,0,0,1,33,137,0
1433,255.4,electronics,10,1,61.9,1,1,1,35,217,1
1434,132.9,grocery,15,3,25.9,1,1,1,55,77,0
1435,19.05,restaurant,4,0,22.6,1,0,1,58,125,0
1436,4.65,electronics,4,6,33.1,1,0,1,75,125,0
1437,205.09,grocery,13,3,214.6,0,0,1,68,32,1
1438,147.36,restaurant,17,4,4.1,2,1,1,61,200,0
1439,28.06,electronics,7,6,8.3,2,0,1,28,182,0
1440,135.29,electronics,4,1,0.2,2,1,1,49,173,0
1441,421.44,gas_station,6,3,31.7,1,0,1,45,27,0
1442,12.83,restaurant,15,1,2.5,6,0,1,33,214,0
1443,134.99,electronics,22,3,29.7,1,0,1,51,156,0
1444,71.38,online_retail,13,6,6.0,6,1,1,67,18,0
1445,244.12,restaurant,4,5,6.9,0,0,1,47,87,0
1446,24.4,electronics,23,5,0.6,0,1,1,55,105,0
1447,142.56,gas_station,8,3,5.9,1,1,1,75,159,0
1448,219.5,grocery,3,4,32.9,1,1,1,39,41,0
1449,348.21,grocery,3,1,0.4,2,1,0,22,34,0
1450,138.96,online_retail,15,2,7.8,2,1,0,26,7,0
1451,83.5,restaurant,23,3,0.5,2,1,1,30,5,0
1452,116.43,gas_station,16,3,7.0,0,1,1,56,21,0
1453,244.82,electronics,14,5,2.8,0,1,1,40,134,0
1454,102.45,electronics,3,0,4.4,0,0,0,44,173,0
1455,4.7,grocery,5,6,31.5,0,0,1,49,120,0
1456,321.75,gas_station,15,5,8.6,0,1,0,48,163,0
1457,141.36,online_retail,3,1,4.8,5,0,1,50,106,0
1458,136.43,grocery,5,5,13.3,1,1,1,59,87,0
1459,30.15,grocery,4,2,2.3,3,0,1,43,131,0
1460,130.06,online_retail,15,4,4.5,1,1,1,35,161,0
1461,268.52,restaurant,15,6,52.1,0,0,0,29,38,1
1462,127.4,electronics,9,2,4.1,2,0,1,20,87,0
1463,14.53,restaurant,8,4,17.1,2,1,1,22,80,0
1464,129.7,gas_station,3,2,10.1,0,1,1,31,217,0
1465,894.01,travel,13,6,22.2,1,1,1,76,113,0
1466,6.93,travel,3,5,44.4,1,1,1,64,144,0
1467,454.58,travel,11,2,1.8,0,1,1,29,89,0
1468,63.69,online_retail,23,5,6.1,1,1,1,21,106,0
1469,1207.27,grocery,9,6,14.3,2,1,1,73,71,1
1470,184.0,restaurant,3,5,2.5,2,1,1,33,8,0
1471,101.45,electronics,17,1,24.9,3,0,1,28,131,0
1472,161.94,travel,12,5,21.4,3,0,1,53,69,0
1473,253.96,restaurant,12,0,9.9,2,1,0,55,128,0
1474,63.13,travel,13,2,11.6,1,1,1,74,19,0
1475,48.53,travel,17,6,0.9,0,1,1,65,135,0
1476,133.17,electronics,0,3,12.2,1,1,1,19,86,0
1477,198.93,gas_station,20,3,23.5,0,1,1,30,218,0
1478,173.4,gas_station,15,3,12.8,1,0,1,25,50,0
1479,514.06,gas_station,14,6,15.2,5,0,1,61,217,1
1480,69.64,online_retail,21,0,16.5,1,1,1,38,134,0
1481,205.34,grocery,4,5,6.7,1,1,1,43,133,0
1482,16.37,online_retail,5,2,11.8,1,0,1,55,230,0
1483,95.36,restaurant,5,4,10.0,0,0,1,52,61,0
